row,candidate,chamber,incumbent,stateDist,candStem,lname,generalElec,party,nominateAdj,duckM,fname,state,candStemDIME,recipient.cfscore,dwdime,recipient.cfscore.dyn,district,gen.vote.pct,...1,avgIdeal,idealTwitter,idealWeb,twWeight,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,partyLeader,followersCampaign,followersOfficial,house,rep,webIdeal,twIdeal,prob,diff,year
493,Georgette Gomez,House,0,CA-53,CA-53-gomez_georgette-,gomez,1,D,NA,NA,georgette,CA,CA-53-gomez_georgette-,-0.518,-1.268,-0.491,CA53,40.5,369,-1.17,-1.13,-1.23,0.57,0,0,0,NA,-0.870059059,0.5,-1.23,0.0537,662,-1.13,0.0158,10187,0,6900,NA,1,0,-1.23,-1.13,0.12,0.652,2020
494,Sara Jacobs,House,0,CA-53,CA-53-jacobs_sara-,jacobs,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,-0.98,-0.79,-1.02,0.15,0,0,0,NA,-0.870059059,0.5,-1.02,0.0213,5970,-0.79,0.0151,12791,0,11714,NA,1,0,-1.02,-0.79,0.16,NA,2020
495,Diana DeGette,House,1,CO-01,CO-01-degette_diana-,degette,1,D,-0.432,-1.743141941,diana,CO,CO-01-degette_diana-,-0.794,-1.203,-0.782,CO01,73.65,383,-1.07,-1.08,-1.03,0.87,0,0,0,-1.12,-1.117269196,0.5,-1.03,0.0991,333,-1.08,0.0104,25267,0,2315,NA,1,0,-1.03,-1.08,0.14,0.276,2020
496,Joey Camp,House,0,CO-01,CO-01-camp_joey-,camp,1,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
497,Shane Bolling,House,0,CO-01,CO-01-bolling_shane-,bolling,1,R,NA,NA,shane,CO,CO-01-bolling_shane-,1.56,NA,1.56,CO01,23.53,386,1.54,1.54,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.54,0.049,882,0,NA,NA,1,1,NA,1.54,0.94,0.02,2020
498,Charles Winn,House,0,CO-02,CO-02-winn_charles-,winn,1,R,NA,NA,charles,CO,CO-02-winn_charles-,1.459,1.235,1.459,CO02,35.4,387,0.91,1.07,0.9,0.08,0,0,0,NA,1.034735001,0.5,0.9,0.0314,2052,1.07,0.0331,2108,0,NA,NA,1,1,0.9,1.07,0.82,0.549,2020
499,Joe Neguse,House,1,CO-02,CO-02-neguse_joe-,neguse,1,D,-0.437,-1.847286423,joseph,CO,CO-02-neguse_joseph-,-0.846,-1.159,-0.83,CO02,61.46,388,-0.82,-0.68,-1.26,0.75,0,0,0,-1.18,-1.181210847,0.5,-1.26,0.0498,895,-0.68,0.0095,32277,0,28626,NA,1,0,-1.26,-0.68,0.21,-0.026,2020
500,Diane Mitsch Bush,House,0,CO-03,CO-03-mitschbush_diane-,mitsch-bush,1,D,NA,NA,diane,CO,CO-03-mitsch-bush_diane-,-0.998,-0.845,-1.008,CO03,45.22,390,-0.95,-0.75,-1.01,0.22,0,0,0,NA,-0.870059059,0.5,-1.01,0.0437,1370,-0.75,0.0258,4635,0,8830,NA,1,0,-1.01,-0.75,0.17,-0.048,2020
501,Lauren Boebert,House,0,CO-03,CO-03-boebert_lauren-,boebert,1,R,NA,NA,lauren,CO,CO-03-boebert_lauren-,1.585,1.684,1.526,CO03,51.39,392,1.63,1.69,1.34,0.83,0,1,0,1.71,1.71459427,0.5,1.34,0.0654,409,1.69,0.0075,24077,0,264171,NA,1,1,1.34,1.69,0.95,-0.045,2020
502,Isaac McCorkle,House,0,CO-04,CO-04-mccorkle_isaac-,mccorkle,1,D,NA,NA,isaac,CO,CO-04-mccorkle_isaac-,-1.037,-1.108,-1.044,CO04,36.61,396,-0.95,-1.12,-0.91,0.2,0,0,0,NA,-0.870059059,0.5,-0.91,0.0322,2999,-1.12,0.0183,8587,0,2846,NA,1,0,-0.91,-1.12,0.17,-0.087,2020
503,Ken Buck,House,1,CO-04,CO-04-buck_ken-,buck,1,R,0.754,2.505788663,kenneth,CO,CO-04-buck_kenneth-,1.359,1.609,1.1,CO04,60.11,397,1.56,1.54,1.65,0.82,0,1,0,1.47,1.473197511,0.5,1.65,0.0755,243,1.54,0.011,13350,0,NA,51520,1,1,1.65,1.54,0.94,-0.201,2020
504,Doug Lamborn,House,1,CO-05,CO-05-lamborn_doug-,lamborn,1,R,0.678,2.124856721,douglas,CO,CO-05-lamborn_douglas-,0.988,1.485,0.847,CO05,57.59,400,1.46,1.48,1.42,0.72,0,0,0,1.25,1.247906188,0.5,1.42,0.0601,375,1.48,0.0124,11152,0,NA,32507,1,1,1.42,1.48,0.93,-0.472,2020
505,Jillian Freeland,House,0,CO-05,CO-05-freeland_jillian-,freeland,1,D,NA,NA,jillian,CO,CO-05-freeland_jillian-,-1.05,-1.163,-1.05,CO05,37.37,401,-0.88,-0.86,-0.9,0.44,0,0,0,NA,-0.870059059,0.5,-0.9,0.0606,765,-0.86,0.0206,7137,0,11626,NA,1,0,-0.9,-0.86,0.19,-0.17,2020
506,Rebecca Keltie,House,0,CO-05,CO-05-keltie_rebecca-,keltie,1,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,0.7,0.7,NA,1,0,0,0,NA,0,0.5,NA,NA,NA,0.7,0.0633,1124,0,NA,NA,1,0,NA,0.7,0.76,NA,2020
507,Jaimie Kulikowski,House,0,CO-06,CO-06-kulikowski_jaimie-,kulikowski,1,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,0.46,NA,0.46,0,0,0,0,NA,0,0.5,0.46,0.1224,829,NA,NA,NA,0,NA,NA,1,0,0.46,NA,0.68,NA,2020
508,Jason Crow,House,1,CO-06,CO-06-crow_jason-,crow,1,D,-0.27,-0.579395013,jason,CO,CO-06-crow_jason-,-0.972,-0.978,-0.956,CO06,57.09,406,-0.51,-0.51,-0.52,0.54,0,0,0,-0.47,-0.46541121,0.5,-0.52,0.0361,2154,-0.51,0.0095,30021,0,35027,NA,1,0,-0.52,-0.51,0.31,-0.462,2020
509,Steve House,House,0,CO-06,CO-06-house_steve-,house,1,R,NA,NA,steven,CO,CO-06-house_steven-,1.348,1.538,1.352,CO06,39.96,409,1.07,1.07,1.07,0.28,0,0,0,NA,1.034735001,0.5,1.07,0.0346,1458,1.07,0.0193,6637,0,514,NA,1,1,1.07,1.07,0.86,0.278,2020
510,Casper Stockham,House,0,CO-07,CO-07-stockham_casper-,stockham,1,R,NA,NA,casper,CO,CO-07-stockham_casper-,1.469,1.749,1.469,CO07,37.6,410,1.43,1.57,1.2,0.62,0,0,0,NA,1.034735001,0.5,1.2,0.0652,430,1.57,0.0142,8231,0,4859,NA,1,1,1.2,1.57,0.92,0.039,2020
511,Dave Olszta,House,0,CO-07,CO-07-olszta_dave-,olszta,1,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
512,Ed Perlmutter,House,1,CO-07,CO-07-perlmutter_ed-,perlmutter,1,D,-0.281,-1.022528144,edwin,CO,CO-07-perlmutter_edwin-,-0.778,-0.851,-0.841,CO07,59.12,412,-0.62,-0.69,-0.48,0.65,0,0,0,-0.72,-0.719641476,0.5,-0.48,0.0507,1150,-0.69,0.0106,25515,0,3809,NA,1,0,-0.48,-0.69,0.27,-0.158,2020
513,John Larson,House,1,CT-01,CT-01-larson_john-,larson,1,D,-0.398,-1.147314453,john,CT,CT-01-larson_john-,-0.48,-1.093,-0.533,CT01,60.99,419,-0.71,-0.78,-0.64,0.5,0,0,0,-0.79,-0.786070783,0.5,-0.64,0.0379,2177,-0.78,0.0106,25543,0,3017,NA,1,0,-0.64,-0.78,0.24,0.23,2020
514,Mary Fay,House,0,CT-01,CT-01-fay_mary-,fay,1,R,NA,NA,mary,CT,CT-01-fay_mary-,1.032,0.409,1.037,CT01,34.97,420,0.91,1.31,0.84,0.16,0,0,0,NA,1.034735001,0.5,0.84,0.0519,708,1.31,0.0394,1533,0,NA,NA,1,1,0.84,1.31,0.82,0.122,2020
515,Joe Courtney,House,1,CT-02,CT-02-courtney_joe-,courtney,1,D,-0.344,-1.151102867,joseph,CT,CT-02-courtney_joseph-,-0.832,-0.963,-0.8,CT02,56.43,421,-0.34,-0.31,-0.55,0.86,0,0,0,-0.79,-0.79476358,0.5,-0.55,0.1105,272,-0.31,0.0116,19303,0,1465,NA,1,0,-0.55,-0.31,0.37,-0.492,2020
516,Justin Anderson,House,0,CT-02,CT-02-anderson_justin-,anderson,1,R,NA,NA,justin,CT,CT-02-anderson_justin-,1.541,NA,1.541,CT02,38.21,422,1.04,NA,1.04,0,0,0,0,NA,1.034735001,0.5,1.04,0.0476,1020,NA,NA,NA,0,NA,NA,1,1,1.04,NA,0.85,0.501,2020
517,Margaret Streicker,House,0,CT-03,CT-03-streicker_margaret-,streicker,1,R,NA,NA,margaret,CT,CT-03-streicker_margaret-,0.482,0.461,0.482,CT03,38.01,424,0.99,1.31,0.86,0.29,0,0,0,NA,1.034735001,0.5,0.86,0.0607,664,1.31,0.0288,3203,0,NA,NA,1,1,0.86,1.31,0.84,-0.508,2020
518,Rosa DeLauro,House,1,CT-03,CT-03-delauro_rosa-,delauro,1,D,-0.416,-1.281030895,rosa,CT,CT-03-delauro_rosa-,-0.772,-1.197,-0.859,CT03,56.13,425,-0.9,-1.03,-0.8,0.42,0,0,0,-0.86,-0.864803381,0.5,-0.8,0.0403,1880,-1.03,0.0132,16125,0,5235,NA,1,0,-0.8,-1.03,0.18,0.128,2020
519,Jim Himes,House,1,CT-04,CT-04-himes_jim-,himes,1,D,-0.242,-1.007354335,jim,CT,CT-04-himes_jim-,-0.784,-0.848,-0.863,CT04,62.22,426,-0.82,-1.23,-0.73,0.19,0,0,0,-0.72,-0.721332298,0.5,-0.73,0.0292,3975,-1.23,0.0165,10845,0,NA,110773,1,0,-0.73,-1.23,0.21,0.036,2020
520,Jonathan Riddle,House,0,CT-04,CT-04-riddle_jonathan-,riddle,1,R,NA,NA,jonathan,CT,CT-04-riddle_jonathan-,0.986,NA,0.986,CT04,36.21,427,0.99,1.57,0.97,0.03,0,0,0,NA,1.034735001,0.5,0.97,0.0322,1894,1.57,0.0473,720,0,231,NA,1,1,0.97,1.57,0.84,-0.004,2020
521,David Sullivan,House,0,CT-05,CT-05-sullivan_david-,sullivan,1,R,NA,NA,david,CT,CT-05-sullivan_david-,1.163,0.775,1.162,CT05,43.48,429,0.93,1.2,0.82,0.29,0,0,0,NA,1.034735001,0.5,0.82,0.0425,963,1.2,0.0225,4575,0,904,NA,1,1,0.82,1.2,0.82,0.233,2020
522,Jahana Hayes,House,1,CT-05,CT-05-hayes_jahana-,hayes,1,D,-0.347,-1.231118819,jahana,CT,CT-05-hayes_jahana-,-0.936,-0.921,-0.948,CT05,52.58,430,-0.68,-0.52,-0.86,0.54,0,0,0,-0.85,-0.845851824,0.5,-0.86,0.036,2199,-0.52,0.0098,30841,0,41932,NA,1,0,-0.86,-0.52,0.25,-0.256,2020
523,Lee Murphy,House,0,DE-00,DE-00-murphy_lee-,murphy,1,R,NA,NA,lee,DE,DE-00-murphy_lee-,1.229,1.266,1.303,DE01,40.22,436,1.04,1.44,0.94,0.21,0,0,0,NA,1.034735001,0.5,0.94,0.063,460,1.44,0.0389,1397,0,306,NA,1,1,0.94,1.44,0.85,0.189,2020
524,Lisa Blunt Rochester,House,1,DE-00,DE-00-bluntrochester_lisa-,blunt-rochester,1,D,-0.328,-1.370790617,lisa,DE,DE-00-blunt-rochester_lisa-,-0.835,-1.061,-0.708,DE01,57.63,437,-0.79,-0.75,-0.98,0.83,0,0,0,-0.91,-0.908414368,0.5,-0.98,0.1155,231,-0.75,0.0146,13722,0,6054,NA,1,0,-0.98,-0.75,0.21,-0.045,2020
525,Matt Gaetz,House,1,FL-01,FL-01-gaetz_matt-,gaetz,1,R,0.621,2.159744013,matt,FL,FL-01-gaetz_matt-,1.458,1.523,1.473,FL01,64.61,449,1.71,1.74,1.26,0.93,0,0,0,1.29,1.29054533,0.5,1.26,0.0867,255,1.74,0.0058,39660,0,803264,NA,1,1,1.26,1.74,0.96,-0.252,2020
526,Phil Ehr,House,0,FL-01,FL-01-ehr_phil-,ehr,1,D,NA,NA,phillip,FL,FL-01-ehr_phillip-,-1.011,-1.024,-1.04,FL01,34.01,450,-0.89,-1.07,-0.72,0.49,0,0,0,NA,-0.870059059,0.5,-0.72,0.0468,1494,-1.07,0.0129,16716,0,222998,NA,1,0,-0.72,-1.07,0.19,-0.121,2020
527,Neal Dunn,House,1,FL-02,FL-02-dunn_neal-,dunn,1,R,0.533,1.9630345,neal,FL,FL-02-dunn_neal-,1.079,1.105,1.065,FL02,97.86,451,1.12,1,1.24,0.49,0,0,0,1.15,1.149076952,0.5,1.24,0.0604,528,1,0.0207,5948,0,NA,NA,1,1,1.24,1,0.87,-0.041,2020
528,Adam Christensen,House,0,FL-03,FL-03-christensen_adam-,christensen,1,D,NA,NA,adam,FL,FL-03-christensen_adam-,-1.044,-1.138,-1.044,FL03,42.86,452,-1.3,-1.46,-1.04,0.62,0,0,0,NA,-0.870059059,0.5,-1.04,0.0374,1988,-1.46,0.0073,38366,0,34767,NA,1,0,-1.04,-1.46,0.1,0.256,2020
529,Kat Cammack,House,0,FL-03,FL-03-cammack_kat-,cammack,1,R,NA,NA,kat,FL,FL-03-cammack_kat-,1.29,1.479,1.297,FL03,57.14,460,1.13,1.17,1.1,0.43,0,0,0,NA,1.034735001,0.5,1.1,0.0508,709,1.17,0.0192,6357,0,12542,NA,1,1,1.1,1.17,0.87,0.16,2020
530,Donna Deegan,House,0,FL-04,FL-04-deegan_donna-,deegan,1,D,NA,NA,donna,FL,FL-04-deegan_donna-,-0.922,-0.974,-0.922,FL04,38.9,470,-0.74,-0.94,-0.58,0.44,0,0,0,NA,-0.870059059,0.5,-0.58,0.0547,1105,-0.94,0.0172,10291,0,13928,NA,1,0,-0.58,-0.94,0.23,-0.182,2020
531,John Rutherford,House,1,FL-04,FL-04-rutherford_john-,rutherford,1,R,0.399,1.586660451,john,FL,FL-04-rutherford_john-,0.939,1.064,1.022,FL04,61.1,473,0.85,0.88,0.74,0.77,0,0,0,0.92,0.919626181,0.5,0.74,0.0846,224,0.88,0.0164,8749,0,1713,NA,1,1,0.74,0.88,0.8,0.089,2020
532,Al Lawson,House,1,FL-05,FL-05-lawson_al-,lawson,1,D,-0.253,-0.836992951,alfred,FL,FL-05-lawson_alfred-,-0.23,-0.802,-0.087,FL05,65.13,476,-0.78,-0.55,-1.06,0.54,0,0,0,-0.61,-0.611384016,0.5,-1.06,0.0663,743,-0.55,0.0175,10285,0,1439,NA,1,0,-1.06,-0.55,0.22,0.55,2020
533,Gary Adler,House,0,FL-05,FL-05-adler_gary-,adler,1,R,NA,NA,gary,FL,FL-05-adler_gary-,1.316,NA,1.316,FL05,34.87,478,0.8,1.34,0.75,0.08,0,0,0,NA,1.034735001,0.5,0.75,0.0714,297,1.34,0.0837,323,0,NA,NA,1,1,0.75,1.34,0.79,0.516,2020
534,Clinton Curtis,House,0,FL-06,FL-06-curtis_clinton-,curtis,1,D,NA,NA,clint,FL,FL-06-curtis_clint-,-0.779,-1.162,-0.645,FL06,39.35,483,-0.77,-0.95,-0.75,0.08,0,0,0,NA,-0.870059059,0.5,-0.75,0.0471,1592,-0.95,0.0447,1648,0,NA,NA,1,0,-0.75,-0.95,0.22,-0.009,2020
535,Michael Waltz,House,1,FL-06,FL-06-waltz_michael-,waltz,1,R,0.404,1.492734387,michael,FL,FL-06-waltz_michael-,1.251,1.178,1.231,FL06,60.61,484,1.15,1.17,0.97,0.91,0,0,0,0.86,0.860839867,0.5,0.97,0.0927,347,1.17,0.0071,43694,0,20649,NA,1,1,0.97,1.17,0.87,0.101,2020
536,Leo Valentin,House,0,FL-07,FL-07-valentin_leo-,valentin,1,R,NA,NA,leo,FL,FL-07-valentin_leo-,1.095,1.492,1.095,FL07,43.24,490,1.18,1.22,1.13,0.55,0,0,0,NA,1.034735001,0.5,1.13,0.0574,487,1.22,0.0194,7040,0,2044,NA,1,1,1.13,1.22,0.88,-0.085,2020
537,Stephanie Murphy,House,1,FL-07,FL-07-murphy_stephanie-,murphy,1,D,-0.155,-0.383595943,stephanie,FL,FL-07-murphy_stephanie-,-0.611,-0.622,-0.465,FL07,55.34,494,-0.39,-0.49,-0.32,0.4,0,0,1,-0.34,-0.343743216,0.5,-0.32,0.026,3362,-0.49,0.0107,25954,0,6927,NA,1,0,-0.32,-0.49,0.35,-0.221,2020
538,Bill Posey,House,1,FL-08,FL-08-posey_bill-,posey,1,R,0.517,1.928299774,bill,FL,FL-08-posey_bill-,1.005,1.246,1.208,FL08,61.35,497,1.26,1.11,1.27,0.04,0,0,0,1.14,1.137512095,0.5,1.27,0.0311,1863,1.11,0.048,932,0,NA,26770,1,1,1.27,1.11,0.9,-0.255,2020
539,Jim Kennedy,House,0,FL-08,FL-08-kennedy_jim-,kennedy,1,D,NA,NA,james,FL,FL-08-kennedy_james-,-1.077,-1.016,-1.077,FL08,38.65,500,-0.72,-0.78,-0.67,0.43,0,0,0,NA,-0.870059059,0.5,-0.67,0.0541,1206,-0.78,0.0176,10726,0,17023,NA,1,0,-0.67,-0.78,0.24,-0.357,2020
540,Bill Olson,House,0,FL-09,FL-09-olson_bill-,olson,1,R,NA,NA,william,FL,FL-09-olson_william-,1.466,1.513,1.468,FL09,43.96,503,1.12,NA,1.12,0,0,0,0,NA,1.034735001,0.5,1.12,0.0924,284,NA,NA,NA,0,NA,NA,1,1,1.12,NA,0.87,0.346,2020
541,Darren Soto,House,1,FL-09,FL-09-soto_darren-,soto,1,D,-0.38,-1.255768009,darren,FL,FL-09-soto_darren-,-0.274,-1.012,-0.285,FL09,56.03,505,-0.87,-0.89,-0.77,0.84,0,0,0,-0.84,-0.842843167,0.5,-0.77,0.0798,488,-0.89,0.0097,30701,0,5913,NA,1,0,-0.77,-0.89,0.19,0.596,2020
542,Val Demings,House,1,FL-10,FL-10-demings_val-,demings,1,D,-0.34,-0.987067399,valdez,FL,FL-10-demings_valdez-,-0.882,-0.926,-0.604,FL10,63.61,512,-1.15,-1.14,-1.29,0.94,0,0,0,-0.69,-0.693949774,0.5,-1.29,0.1046,219,-1.14,0.0081,41376,0,13397,NA,1,0,-1.29,-1.14,0.13,0.268,2020
543,Vennia Francois,House,0,FL-10,FL-10-francois_vennia-,francois,1,R,NA,NA,vennia,FL,FL-10-francois_vennia-,1.339,1.538,1.386,FL10,36.37,513,1.05,1.03,1.08,0.56,0,0,0,NA,1.034735001,0.5,1.08,0.077,424,1.03,0.0206,6402,0,3616,NA,1,1,1.08,1.03,0.85,0.289,2020
544,Dana Cottrell,House,0,FL-11,FL-11-cottrell_dana-,cottrell,1,D,NA,NA,dana,FL,FL-11-cottrell_dana-,-1.1,-1.108,-1.101,FL11,33.28,515,-0.99,-1.01,-0.99,0.09,0,0,0,NA,-0.870059059,0.5,-0.99,0.0427,1868,-1.01,0.0375,2164,0,607,NA,1,0,-0.99,-1.01,0.16,-0.11,2020
545,Daniel Webster,House,1,FL-11,FL-11-webster_daniel-,webster,1,R,0.509,1.98113657,daniel,FL,FL-11-webster_daniel-,1.156,1.151,1.302,FL11,66.72,516,1.11,1.11,NA,1,0,0,0,1.17,1.165732932,0.5,NA,NA,NA,1.11,0.0298,2388,0,2144,NA,1,1,NA,1.11,0.87,0.046,2020
546,Gus Bilirakis,House,1,FL-12,FL-12-bilirakis_gus-,bilirakis,1,R,0.404,1.551051481,gus,FL,FL-12-bilirakis_gus-,0.735,0.826,0.866,FL12,62.88,520,0.58,0.58,NA,1,0,0,0,0.9,0.895196649,0.5,NA,NA,NA,0.58,0.0171,8740,0,NA,NA,1,1,NA,0.58,0.72,0.155,2020
547,Kimberly Walker,House,0,FL-12,FL-12-walker_kimberly-,walker,1,D,NA,NA,kimberly,FL,FL-12-walker_kimberly-,-1.171,-1.151,-1.173,FL12,37.12,521,-0.84,-1.05,-0.77,0.24,0,0,0,NA,-0.870059059,0.5,-0.77,0.0545,1202,-1.05,0.0245,4546,0,715,NA,1,0,-0.77,-1.05,0.2,-0.331,2020
548,Anna Paulina Luna,House,0,FL-13,FL-13-paulinaluna_anna-,paulina-luna,1,R,NA,NA,anna,FL,FL-13-paulina-luna_anna-,1.537,1.435,1.532,FL13,46.96,525,0.79,NA,0.79,0,0,0,0,NA,1.034735001,0.5,0.79,0.0843,234,NA,NA,NA,0,238087,NA,1,1,0.79,NA,0.79,0.747,2020
549,Charlie Crist,House,1,FL-13,FL-13-crist_charlie-,crist,1,D,-0.219,-0.717498793,charlie,FL,FL-13-crist_charlie-,0.572,-0.56,0.614,FL13,53.04,526,-0.51,-0.51,NA,1,0,0,0,-0.54,-0.536745136,0.5,NA,NA,NA,-0.51,0.0115,21194,0,33110,NA,1,0,NA,-0.51,0.31,1.082,2020
550,Christine Quinn,House,0,FL-14,FL-14-quinn_christine-,quinn,1,R,NA,NA,christine,FL,FL-14-quinn_christine-,1.406,NA,1.39,FL14,39.74,534,1.38,1.65,1.03,0.57,0,0,0,NA,1.034735001,0.5,1.03,0.083,225,1.65,0.0211,3494,0,NA,NA,1,1,1.03,1.65,0.92,0.026,2020
551,Kathy Castor,House,1,FL-14,FL-14-castor_kathy-,castor,1,D,-0.438,-1.338007651,kathy,FL,FL-14-castor_kathy-,-0.462,-1.139,-0.541,FL14,60.26,537,-0.88,-0.92,-0.64,0.86,0,0,0,-0.9,-0.901743851,0.5,-0.64,0.0787,579,-0.92,0.0083,43193,0,2497,NA,1,0,-0.64,-0.92,0.19,0.418,2020
552,Alan Cohn,House,0,FL-15,FL-15-cohn_alan-,cohn,1,D,NA,NA,alan,FL,FL-15-cohn_alan-,-0.848,-0.856,-0.874,FL15,44.61,541,-0.92,-1,-0.9,0.23,0,0,0,NA,-0.870059059,0.5,-0.9,0.0423,1772,-1,0.021,6196,0,NA,NA,1,0,-0.9,-1,0.18,0.072,2020
553,Scott Franklin,House,0,FL-15,FL-15-franklin_scott-,franklin,1,R,NA,NA,scott,FL,FL-15-franklin_scott-,1.168,1.255,1.14,FL15,55.39,547,1.16,1.14,1.16,0.06,0,0,0,NA,1.034735001,0.5,1.16,0.0653,414,1.14,0.0863,305,0,828,NA,1,1,1.16,1.14,0.88,0.008,2020
554,Margaret Good,House,0,FL-16,FL-16-good_margaret-,good,1,D,NA,NA,margaret,FL,FL-16-good_margaret-,-0.903,-0.793,-0.92,FL16,44.5,549,-0.56,-0.63,-0.51,0.42,0,0,0,NA,-0.870059059,0.5,-0.51,0.067,579,-0.63,0.0242,4946,0,13880,NA,1,0,-0.51,-0.63,0.29,-0.343,2020
555,Vern Buchanan,House,1,FL-16,FL-16-buchanan_vern-,buchanan,1,R,0.359,1.347437196,vernon,FL,FL-16-buchanan_vernon-,1.016,0.877,1.104,FL16,55.5,550,0.79,0.78,0.81,0.55,0,0,1,0.76,0.763925458,0.5,0.81,0.056,545,0.78,0.0177,7950,0,NA,NA,1,1,0.81,0.78,0.79,0.226,2020
556,Allen Ellison,House,0,FL-17,FL-17-ellison_allen-,ellison,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,-0.95,-1.11,-0.74,0.58,0,0,0,NA,-0.870059059,0.5,-0.74,0.0578,1007,-1.11,0.0134,16254,0,13930,NA,1,0,-0.74,-1.11,0.17,NA,2020
557,Greg Steube,House,1,FL-17,FL-17-steube_greg-,steube,1,R,0.655,2.311511323,greg,FL,FL-17-steube_greg-,1.204,1.602,1.225,FL17,64.63,552,1.41,1.41,NA,1,0,0,0,1.36,1.361654735,0.5,NA,NA,NA,1.41,0.0105,15921,0,8299,NA,1,1,NA,1.41,0.92,-0.206,2020
558,Theodore Murray,House,0,FL-17,FL-17-murray_theodore-,murray,1,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,0.52,0.52,NA,1,0,0,0,NA,0,0.5,NA,NA,NA,0.52,0.0525,6040,0,NA,NA,1,0,NA,0.52,0.7,NA,2020
559,Brian Mast,House,1,FL-18,FL-18-mast_brian-,mast,1,R,0.412,1.589997841,brian,FL,FL-18-mast_brian-,1.391,1.125,1.397,FL18,56.32,554,0.9,0.86,0.98,0.67,0,0,0,0.93,0.930381965,0.5,0.98,0.0398,1047,0.86,0.0102,24680,0,26727,NA,1,1,0.98,0.86,0.82,0.491,2020
560,Pam Keith,House,0,FL-18,FL-18-keith_pam-,keith,1,D,NA,NA,pamela,FL,FL-18-keith_pamela-,-0.97,-1.078,-0.983,FL18,41.51,557,-0.73,NA,-0.73,0,0,0,0,NA,-0.870059059,0.5,-0.73,0.0567,993,NA,NA,NA,0,NA,NA,1,0,-0.73,NA,0.23,-0.24,2020
561,Byron Donalds,House,0,FL-19,FL-19-donalds_byron-,donalds,1,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,1.39,1.42,1.37,0.44,0,1,0,1.71,1.71459427,0.5,1.37,0.0498,688,1.42,0.0169,6479,0,49596,NA,1,1,1.37,1.42,0.92,NA,2020
562,Cindy Banyai,House,0,FL-19,FL-19-banyai_cindy-,banyai,1,D,NA,NA,cindy,FL,FL-19-banyai_cindy-,-1.003,-1.097,-1.004,FL19,38.72,562,-1.09,-1.36,-0.99,0.28,0,0,0,NA,-0.870059059,0.5,-0.99,0.0748,762,-1.36,0.0255,3530,0,16515,NA,1,0,-0.99,-1.36,0.14,0.087,2020
563,Alcee Hastings,House,1,FL-20,FL-20-hastings_alcee-,hastings,1,D,-0.564,-1.2526905,alcee,FL,FL-20-hastings_alcee-,-0.315,-1.426,-0.418,FL20,78.68,572,-1.13,-0.94,-1.29,0.46,0,0,0,-0.86,-0.862738366,0.5,-1.29,0.0889,249,-0.94,0.0354,2507,0,559,NA,1,0,-1.29,-0.94,0.13,0.815,2020
564,Gregory Musselwhite Sr.,House,0,FL-20,FL-20-musselwhitesr_gregory-,musselwhite,1,R,NA,NA,gregory,FL,FL-20-musselwhite_gregory-,1.604,1.751,1.604,FL20,21.32,574,1.55,1.69,1.07,0.77,0,0,0,NA,1.034735001,0.5,1.07,0.0575,715,1.69,0.0071,28112,0,35768,NA,1,1,1.07,1.69,0.94,0.054,2020
565,Laura Loomer,House,0,FL-21,FL-21-loomer_laura-,loomer,1,R,NA,NA,laura,FL,FL-21-loomer_laura-,1.459,1.721,1.448,FL21,39.1,585,1.27,NA,1.27,0,0,0,0,NA,1.034735001,0.5,1.27,0.082,348,NA,NA,NA,0,NA,NA,1,1,1.27,NA,0.9,0.189,2020
566,Lois Frankel,House,1,FL-21,FL-21-frankel_lois-,frankel,1,D,-0.399,-1.202154147,lois,FL,FL-21-frankel_lois-,-0.612,-1.103,-0.679,FL21,59.02,587,-0.96,-0.95,-0.99,0.73,0,0,0,-0.82,-0.817058155,0.5,-0.99,0.0585,779,-0.95,0.0107,24620,0,2956,NA,1,0,-0.99,-0.95,0.17,0.348,2020
567,James Pruden,House,0,FL-22,FL-22-pruden_james-,pruden,1,R,NA,NA,james,FL,FL-22-pruden_james-,1.546,NA,1.602,FL22,41.4,598,1.25,1.43,1.25,0.03,0,0,0,NA,1.034735001,0.5,1.25,0.038,1443,1.43,0.0633,444,0,416,NA,1,1,1.25,1.43,0.89,0.296,2020
