row,candidate,chamber,incumbent,stateDist,candStem,lname,generalElec,party,nominateAdj,duckM,fname,state,candStemDIME,recipient.cfscore,dwdime,recipient.cfscore.dyn,district,gen.vote.pct,...1,avgIdeal,idealTwitter,idealWeb,twWeight,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,partyLeader,followersCampaign,followersOfficial,house,rep,webIdeal,twIdeal,prob,diff,year
71,Edgar Blatchford,Senate,0,AK-Sen03,AK-Sen03-blatchford_edgar-,blatchford,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2022
72,Ivan Taylor,Senate,0,AK-Sen03,AK-Sen03-taylor_ivan-,taylor,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,-1.25,-1.25,NA,1,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.25,0.1202,289,0,NA,NA,0,0,NA,-1.25,0.11,NA,2022
73,Karl Speights,Senate,0,AK-Sen03,AK-Sen03-speights_karl-,speights,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357,1.21,NA,1.21,0,0,0,0,NA,0.991787533,0.5,1.21,0.022,3203,NA,NA,NA,0,NA,NA,0,1,1.21,NA,0.89,NA,2022
74,Pat Nolin,Senate,0,AK-Sen03,AK-Sen03-nolin_pat-,nolin,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1356,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,2022
75,Patricia Chesbro,Senate,0,AK-Sen03,AK-Sen03-chesbro_patricia-,chesbro,0,D,NA,NA,patricia,AK,AK-Sen03-chesbro_patricia-,-0.982,-0.952,-1.047,AKS22,NA,544,-1.17,-1.1,-1.22,0.42,0,0,0,NA,-0.940019876,0.5,-1.22,0.0699,655,-1.1,0.0296,5282,0,NA,NA,0,0,-1.22,-1.1,0.12,0.188,2022
76,Tommy Tuberville,Senate,1,AL-Sen02,AL-Sen02-tuberville_tommy-,tuberville,0,R,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,1.03,1.03,NA,1,0,0,0,1.5,1.498417477,0.5,NA,NA,NA,1.03,0.0084,22704,0,NA,NA,0,1,NA,1.03,0.85,NA,2022
77,Brandaun Dean,Senate,0,AL-Sen03,AL-Sen03-dean_brandaun-,dean,0,D,NA,NA,brandaun,AL,AL-Sen03-dean_brandaun-,-0.695,NA,-0.695,ALS22,NA,554,-1.42,NA,-1.42,0,0,0,0,NA,-0.940019876,0.5,-1.42,0.0855,361,NA,NA,NA,0,NA,NA,0,0,-1.42,NA,0.08,0.725,2022
78,Jake Schafer,Senate,0,AL-Sen03,AL-Sen03-schafer_jake-,schafer,0,R,NA,NA,jacob,AL,AL-Sen03-schafer_jacob-,1.949,NA,1.949,ALS22,NA,1369,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,2022
79,Karla DuPriest,Senate,0,AL-Sen03,AL-Sen03-dupriest_karla-,dupriest,0,R,NA,NA,karla,AL,AL-Sen03-dupriest_karla-,1.447,NA,1.447,ALS22,NA,1367,0.89,NA,0.89,0,0,0,0,NA,0.991787533,0.5,0.89,0.0809,244,NA,NA,NA,0,NA,NA,0,1,0.89,NA,0.81,0.557,2022
80,Lanny Jackson,Senate,0,AL-Sen03,AL-Sen03-jackson_lanny-,jackson,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,-1.3,NA,-1.3,0,0,0,0,NA,-0.940019876,0.5,-1.3,0.091,370,NA,NA,NA,0,NA,NA,0,0,-1.3,NA,0.1,NA,2022
81,Lillie Boddie,Senate,0,AL-Sen03,AL-Sen03-boddie_lillie-,boddie,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1366,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,2022
82,Michael Durant,Senate,0,AL-Sen03,AL-Sen03-durant_michael-,durant,0,R,NA,NA,michael,AL,AL-Sen03-durant_michael-,1.21,0.972,1.21,ALS22,NA,1368,0.91,NA,0.91,0,0,0,0,NA,0.991787533,0.5,0.91,0.0743,354,NA,NA,NA,0,NA,NA,0,1,0.91,NA,0.82,0.3,2022
83,Mo Brooks,Senate,1,AL-Sen03,AL-Sen03-brooks_mo-,brooks,0,R,0.644,2.594858621,mo,AL,AL-Sen03-brooks_mo-,1.356,1.601,1.409,ALS22,NA,433,1.48,1.44,1.56,0.67,0,0,0,1.5,1.498417477,0.5,1.56,0.026,1192,1.44,0.0064,26697,0,NA,NA,0,1,1.56,1.44,0.93,-0.124,2022
84,Tom Cotton,Senate,1,AR-Sen02,AR-Sen02-cotton_tom-,cotton,0,R,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,1.39,1.39,NA,1,0,0,0,1.09,1.091167183,0.5,NA,NA,NA,1.39,0.0059,33917,0,NA,NA,0,1,NA,1.39,0.92,NA,2022
85,Dan Whitfield,Senate,0,AR-Sen03,AR-Sen03-whitfield_dan-,whitfield,0,D,NA,NA,daniel,AR,AR-Sen03-whitfield_daniel-,-1.088,-1.141,-1.106,ARS22,NA,562,-1.38,-1.51,-1.26,0.49,0,0,0,NA,-0.940019876,0.5,-1.26,0.0319,2914,-1.51,0.0097,30945,0,NA,NA,0,0,-1.26,-1.51,0.08,0.292,2022
86,Heath Loftis,Senate,0,AR-Sen03,AR-Sen03-loftis_heath-,loftis,0,R,NA,NA,heath,AR,AR-Sen03-loftis_heath-,0.731,NA,0.731,ARS22,NA,1375,1.25,NA,1.25,0,0,0,0,NA,0.991787533,0.5,1.25,0.044,704,NA,NA,NA,0,NA,NA,0,1,1.25,NA,0.89,-0.519,2022
87,Jack Foster,Senate,0,AR-Sen03,AR-Sen03-foster_jack-,foster,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2022
88,Jake Bequette,Senate,0,AR-Sen03,AR-Sen03-bequette_jake-,bequette,0,R,NA,NA,jake,AR,AR-Sen03-bequette_jake-,1.321,1.279,1.321,ARS22,NA,1374,1.36,1.46,1.19,0.64,0,0,0,NA,0.991787533,0.5,1.19,0.052,452,1.46,0.0109,9151,0,NA,NA,0,1,1.19,1.46,0.91,-0.039,2022
89,Jan Morgan,Senate,0,AR-Sen03,AR-Sen03-morgan_jan-,morgan,0,R,NA,NA,jan,AR,AR-Sen03-morgan_jan-,1.518,1.699,1.55,ARS22,NA,1376,1.24,1.56,1.2,0.12,0,0,0,NA,0.991787533,0.5,1.2,0.0373,780,1.56,0.0279,1180,0,NA,NA,0,1,1.2,1.56,0.89,0.278,2022
90,Kyrsten Sinema,Senate,1,AZ-Sen01,AZ-Sen01-sinema_kyrsten-,sinema,0,D,-0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,-0.14,-0.14,NA,1,0,0,1,-0.33,-0.334208846,0.5,NA,NA,NA,-0.14,0.0101,19756,0,NA,NA,0,0,NA,-0.14,0.44,NA,2022
91,Jim Lamon,Senate,0,AZ-Sen03,AZ-Sen03-lamon_jim-,lamon,0,R,NA,NA,jim,AZ,AZ-Sen03-lamon_jim-,1.475,1.752,1.475,AZS22,NA,1402,1.24,1.32,1.02,0.73,0,0,0,NA,0.991787533,0.5,1.02,0.0503,513,1.32,0.0091,15214,0,NA,NA,0,1,1.02,1.32,0.89,0.235,2022
92,Justin Olson,Senate,0,AZ-Sen03,AZ-Sen03-olson_justin-,olson,0,R,NA,NA,justin,AZ,AZ-Sen03-olson_justin-,1.307,1.676,1.52,AZS22,NA,1404,1.28,1.38,1.12,0.62,0,0,0,NA,0.991787533,0.5,1.12,0.0638,307,1.38,0.0144,5570,0,NA,NA,0,1,1.12,1.38,0.9,0.027,2022
93,Mark Brnovich,Senate,0,AZ-Sen03,AZ-Sen03-brnovich_mark-,brnovich,0,R,NA,NA,mark,AZ,AZ-Sen03-brnovich_mark-,1.431,1.349,1.459,AZS22,NA,1401,1.36,1.4,1.28,0.65,0,0,0,NA,0.991787533,0.5,1.28,0.0384,774,1.4,0.0085,15748,0,NA,NA,0,1,1.28,1.4,0.91,0.071,2022
94,Michael McGuire,Senate,0,AZ-Sen03,AZ-Sen03-mcguire_michael-,mcguire,0,R,NA,NA,michael,AZ,AZ-Sen03-mcguire_michael-,1.343,1.492,1.343,AZS22,NA,1403,1.13,1.18,1.04,0.64,0,0,0,NA,0.991787533,0.5,1.04,0.0525,607,1.18,0.0108,12191,0,NA,NA,0,1,1.04,1.18,0.87,0.213,2022
95,Dianne Feinstein,Senate,1,CA-Sen01,CA-Sen01-feinstein_dianne-,feinstein,0,D,-0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,-0.7,-0.7,NA,1,0,0,0,-0.64,-0.639646566,0.5,NA,NA,NA,-0.7,0.013,24429,0,NA,NA,0,0,NA,-0.7,0.24,NA,2022
96,Akinyemi Agbede,Senate,0,CA-Sen03,CA-Sen03-agbede_akinyemi-,agbede,0,D,NA,NA,akinyemi,CA,CA-Sen03-agbede_akinyemi-,-0.887,NA,-0.822,CAS22,NA,646,-1.13,NA,-1.13,0,0,0,0,NA,-0.940019876,0.5,-1.13,0.058,890,NA,NA,NA,0,NA,NA,0,0,-1.13,NA,0.13,0.243,2022
97,Carlos Tapia,Senate,0,CA-Sen03,CA-Sen03-tapia_carlos-,tapia,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527,1.2,NA,1.2,0,0,0,0,NA,0.991787533,0.5,1.2,0.023,2427,NA,NA,NA,0,NA,NA,0,1,1.2,NA,0.88,NA,2022
98,Chuck Smith,Senate,0,CA-Sen03,CA-Sen03-smith_chuck-,smith,0,R,NA,NA,charles,CA,CA-Sen03-smith_charles-,2.442,NA,2.442,CAS22,NA,1526,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,2022
99,Cordie Williams,Senate,0,CA-Sen03,CA-Sen03-williams_cordie-,williams,0,R,NA,NA,cordie,CA,CA-Sen03-williams_cordie-,1.484,1.453,1.484,CAS22,NA,1528,1.22,1.27,1.21,0.21,0,0,0,NA,0.991787533,0.5,1.21,0.0298,1437,1.27,0.0181,4288,0,NA,NA,0,1,1.21,1.27,0.89,0.264,2022
100,Dan O'Dowd,Senate,0,CA-Sen03,CA-Sen03-odowd_dan-,odowd,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,-1.17,-1.17,NA,1,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.17,0.0293,6978,0,NA,NA,0,0,NA,-1.17,0.12,NA,2022
101,Daphne Bradford,Senate,0,CA-Sen03,CA-Sen03-bradford_daphne-,bradford,0,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1287,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2022
102,Douglas Howard Pierce,Senate,0,CA-Sen03,CA-Sen03-pierce_douglashoward-,pierce,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649,-1.07,-0.58,-1.09,0.03,0,0,0,NA,-0.940019876,0.5,-1.09,0.0659,713,-0.58,0.121,243,0,NA,NA,0,0,-1.09,-0.58,0.14,NA,2022
103,Eleanor Garcia,Senate,0,CA-Sen03,CA-Sen03-garcia_eleanor-,garcia,0,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2022
104,Enrique Petris,Senate,0,CA-Sen03,CA-Sen03-petris_enrique-,petris,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1525,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,2022
105,James Bradley,Senate,0,CA-Sen03,CA-Sen03-bradley_james-,bradley,0,R,NA,NA,james,CA,CA-Sen03-bradley_james-,1.532,1.681,1.528,CAS22,NA,1520,1.25,1.53,0.85,0.6,0,0,0,NA,0.991787533,0.5,0.85,0.028,1969,1.53,0.0053,32386,0,NA,NA,0,1,0.85,1.53,0.89,0.282,2022
106,James Conn,Senate,0,CA-Sen03,CA-Sen03-conn_james-,conn,0,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2022
107,John Thompson Parker,Senate,0,CA-Sen03,CA-Sen03-thompson-parker_john-,thompson-parker,0,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2022
108,Jon Elist,Senate,0,CA-Sen03,CA-Sen03-elist_jon-,elist,0,R,NA,NA,jon,CA,CA-Sen03-elist_jon-,0.365,0.567,0.365,CAS22,NA,1521,0.87,NA,0.87,0,0,0,0,NA,0.991787533,0.5,0.87,0.0398,1032,NA,NA,NA,0,NA,NA,0,1,0.87,NA,0.81,-0.505,2022
109,Myron Hall,Senate,0,CA-Sen03,CA-Sen03-hall_myron-,hall,0,R,NA,NA,myron,CA,CA-Sen03-hall_myron-,1.714,NA,1.714,CAS22,NA,1522,1.01,NA,1.01,0,0,0,0,NA,0.991787533,0.5,1.01,0.0426,827,NA,NA,NA,0,NA,NA,0,1,1.01,NA,0.84,0.704,2022
110,Obaidul Huq Pirjada,Senate,0,CA-Sen03,CA-Sen03-pirjada_obaidalhuq-,pirjada,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,-1.08,NA,-1.08,0,0,0,0,NA,-0.940019876,0.5,-1.08,0.0677,671,NA,NA,NA,0,NA,NA,0,0,-1.08,NA,0.14,NA,2022
111,Pamela Elizondo,Senate,0,CA-Sen03,CA-sen03-elizondo_pamela-,elizondo,0,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2022
112,Robert Lucero,Senate,0,CA-Sen03,CA-Sen03-lucero_robert-,lucero,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,-1.37,-1.64,-1.34,0.11,0,0,0,NA,-0.940019876,0.5,-1.34,0.0416,1332,-1.64,0.0383,1752,0,NA,NA,0,0,-1.34,-1.64,0.09,NA,2022
113,Sarah Sun Liew,Senate,0,CA-Sen03,CA-Sen03-liew_sarahsun-,liew,0,R,NA,NA,sarah,CA,CA-Sen03-liew_sarah-,2.264,NA,2.269,CAS22,NA,1523,1.07,NA,1.07,0,0,0,0,NA,0.991787533,0.5,1.07,0.037,795,NA,NA,NA,0,NA,NA,0,1,1.07,NA,0.86,1.194,2022
114,Timothy Ursich,Senate,0,CA-Sen03,CA-Sen03-ursich_timothy-,ursich,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651,-1.2,NA,-1.2,0,0,0,0,NA,-0.940019876,0.5,-1.2,0.0409,2112,NA,NA,NA,0,NA,NA,0,0,-1.2,NA,0.12,NA,2022
115,John Hickenlooper,Senate,1,CO-Sen02,CO-Sen02-hickenlooper_john-,hickenlooper,0,D,-0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,-0.61,-0.61,NA,1,0,0,0,-0.64,-0.639646566,0.5,NA,NA,NA,-0.61,0.0143,17958,0,NA,NA,0,0,NA,-0.61,0.27,NA,2022
116,Ron Hanks,Senate,0,CO-Sen03,CO-Sen03-hanks_ron-,hanks,0,R,NA,NA,ron,CO,CO-Sen03-hanks_ron-,1.714,1.39,1.854,COS22,NA,1544,1.09,1.21,1.07,0.11,0,0,0,NA,0.991787533,0.5,1.07,0.0334,1444,1.21,0.0274,2024,0,NA,NA,0,1,1.07,1.21,0.86,0.624,2022
117,Christopher Murphy,Senate,1,CT-Sen01,CT-Sen01-murphy_christopher-,murphy,0,D,-0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,-1.05,-1.05,NA,1,0,0,0,-0.64,-0.639646566,0.5,NA,NA,NA,-1.05,0.0108,34234,0,NA,NA,0,0,NA,-1.05,0.15,NA,2022
118,Peter Lumaj,Senate,0,CT-Sen03,CT-Sen03-lumaj_peter-,lumaj,0,R,NA,NA,pjerin,CT,CT-Sen03-lumaj_pjerin-,0.183,0.196,-0.131,CTS22,NA,1554,1.07,1.22,1.06,0.06,0,0,0,NA,0.991787533,0.5,1.06,0.0334,1324,1.22,0.0363,1019,0,NA,NA,0,1,1.06,1.22,0.86,-0.887,2022
119,Themis Klarides,Senate,0,CT-Sen03,CT-Sen03-klarides_themis-,klarides,0,R,NA,NA,themis,CT,CT-Sen03-klarides_themis-,0.697,0.295,0.765,CTS22,NA,1552,0.88,0.86,0.92,0.6,0,0,0,NA,0.991787533,0.5,0.92,0.0619,433,0.86,0.0154,7137,0,NA,NA,0,1,0.92,0.86,0.81,-0.183,2022
120,Thomas Carper,Senate,1,DE-Sen01,DE-Sen01-carper_thomas-,carper,0,D,-0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,-0.66,-0.66,NA,1,0,0,1,-0.44,-0.436021419,0.5,NA,NA,NA,-0.66,0.0159,15945,0,NA,NA,0,0,NA,-0.66,0.25,NA,2022
121,Chris Coons,Senate,1,DE-Sen02,DE-Sen02-coons_chris-,coons,0,D,-0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,-0.7,-0.7,NA,1,0,0,0,-0.54,-0.537833993,0.5,NA,NA,NA,-0.7,0.0136,21640,0,NA,NA,0,0,NA,-0.7,0.24,NA,2022
122,Rick Scott,Senate,1,FL-Sen01,FL-Sen01-scott_rick-,scott,0,R,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,1.11,1.11,NA,1,0,0,0,1.19,1.192979756,0.5,NA,NA,NA,1.11,0.0066,34498,0,NA,NA,0,1,NA,1.11,0.87,NA,2022
123,Brian Rush,Senate,0,FL-Sen03,FL-Sen03-rush_brian-,rush,0,D,NA,NA,brian,FL,FL-Sen03-rush_brian-,-0.17,-0.788,0.106,FLS22,NA,715,-1.06,-1.08,-1.06,0.03,0,0,0,NA,-0.940019876,0.5,-1.06,0.0431,1632,-1.08,0.0847,502,0,NA,NA,0,0,-1.06,-1.08,0.14,0.89,2022
124,Ricardo De La Fuente,Senate,0,FL-Sen03,FL-Sen03-de-la-fuente_ricardo-,delafuente,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713,-1.16,NA,-1.16,0,0,0,0,NA,-0.940019876,0.5,-1.16,0.088,413,NA,NA,NA,0,NA,NA,0,0,-1.16,NA,0.12,NA,2022
125,William Sanchez,Senate,0,FL-Sen03,FL-Sen03-sanchez_william-,sanchez,0,D,NA,NA,william,FL,FL-Sen03-sanchez_william-,-0.667,-1.183,-0.667,FLS22,NA,716,-1.46,-1.54,-1.42,0.36,0,0,0,NA,-0.940019876,0.5,-1.42,0.0307,2387,-1.54,0.0139,14933,0,NA,NA,0,0,-1.42,-1.54,0.07,0.793,2022
126,Jon Ossoff,Senate,1,GA-Sen02,GA-Sen02-ossoff_jon-,ossoff,0,D,-0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,-0.56,-0.56,NA,1,0,0,0,-0.95,-0.945084287,0.5,NA,NA,NA,-0.56,0.0167,13032,0,NA,NA,0,0,NA,-0.56,0.29,NA,2022
127,Gary Black,Senate,0,GA-Sen03,GA-Sen03-black_gary-,black,0,R,NA,NA,gary,GA,GA-Sen03-black_gary-,1.316,1.707,1.316,GAS22,NA,1677,1.08,1.16,0.96,0.58,0,0,0,NA,0.991787533,0.5,0.96,0.046,736,1.16,0.0113,11197,0,NA,NA,0,1,0.96,1.16,0.86,0.236,2022
128,Jonathan McColumn,Senate,0,GA-Sen03,GA-Sen03-mccolumn_jonathan-,mccolumn,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680,1.28,NA,1.28,0,0,0,0,NA,0.991787533,0.5,1.28,0.0409,869,NA,NA,NA,0,NA,NA,0,1,1.28,NA,0.9,NA,2022
129,Josh Clark,Senate,0,GA-Sen03,GA-Sen03-clark_josh-,clark,0,R,NA,NA,joshua,GA,GA-Sen03-clark_joshua-,1.594,1.629,1.594,GAS22,NA,1678,1.11,1.32,1.04,0.26,0,0,0,NA,0.991787533,0.5,1.04,0.0301,1769,1.32,0.014,6966,0,NA,NA,0,1,1.04,1.32,0.87,0.484,2022
130,Kelvin King,Senate,0,GA-Sen03,GA-Sen03-king_kelvin-,king,0,R,NA,NA,kelvin,GA,GA-Sen03-king_kelvin-,1.452,1.753,1.452,GAS22,NA,1679,0.9,0.87,0.96,0.62,0,0,0,NA,0.991787533,0.5,0.96,0.0548,498,0.87,0.0135,9064,0,NA,NA,0,1,0.96,0.87,0.82,0.552,2022
131,Latham Saddler,Senate,0,GA-Sen03,GA-Sen03-saddler_latham-,saddler,0,R,NA,NA,latham,GA,GA-Sen03-saddler_latham-,1.361,1.709,1.361,GAS22,NA,1681,1.13,1.17,1.03,0.71,0,0,0,NA,0.991787533,0.5,1.03,0.0775,271,1.17,0.0135,7573,0,NA,NA,0,1,1.03,1.17,0.87,0.231,2022
132,Tamara Johnson Shealey,Senate,0,GA-Sen03,GA-Sen03-johnson-shealey_tamara-,johnson-shealey,0,D,NA,NA,tamara,GA,GA-Sen03-johnson-shealey_tamara-,-1.309,NA,-1.502,GAS22,NA,742,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2022
133,Mazie Hirono,Senate,1,HI-Sen01,HI-Sen01-hirono_mazie-,hirono,0,D,-0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,-1.08,-1.08,NA,1,0,0,0,-1.05,-1.04689686,0.5,NA,NA,NA,-1.08,0.0151,16178,0,NA,NA,0,0,NA,-1.08,0.14,NA,2022
134,Asia Lavonne,Senate,0,HI-Sen03,HI-Sen03-lavonne_asia-,lavonne,0,R,NA,NA,asia,HI,HI-Sen03-lavonne_asia-,1.277,NA,1.277,HIS22,NA,1690,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,2022
135,Steve Tatali,Senate,0,HI-Sen03,HI-Sen03-tatali_steve-,tatali,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2022
136,Steven Bond,Senate,0,HI-Sen03,HI-Sen03-bond_steven-,bond,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1687,1.02,NA,1.02,0,0,0,0,NA,0.991787533,0.5,1.02,0.0518,663,NA,NA,NA,0,NA,NA,0,1,1.02,NA,0.85,NA,2022
137,Timothy Dalhouse,Senate,0,HI-Sen03,HI-Sen03-dalhouse_timothy-,dalhouse,0,R,NA,NA,timothy,HI,HI-Sen03-dalhouse_timothy-,1.809,NA,1.809,HIS22,NA,1689,0.97,1.01,0.97,0.11,0,0,0,NA,0.991787533,0.5,0.97,0.0323,1283,1.01,0.03,1815,0,NA,NA,0,1,0.97,1.01,0.83,0.839,2022
138,Wallyn Christian,Senate,0,HI-Sen03,HI-Sen03-christian_wallyn-,christian,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1688,1.02,NA,1.02,0,0,0,0,NA,0.991787533,0.5,1.02,0.0861,216,NA,NA,NA,0,NA,NA,0,1,1.02,NA,0.85,NA,2022
139,Joni Ernst,Senate,1,IA-Sen02,IA-Sen02-ernst_joni-,ernst,0,R,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,0.8,0.8,NA,1,0,0,0,0.99,0.989354609,0.5,NA,NA,NA,0.8,0.0067,34842,0,NA,NA,0,1,NA,0.8,0.79,NA,2022
140,Abby Finkenauer,Senate,0,IA-Sen03,IA-Sen03-finkenauer_abby-,finkenauer,0,D,NA,NA,abby,IA,IA-Sen03-finkenauer_abby-,-0.99,-0.742,-1.01,IAS22,NA,751,-0.94,-1.13,-0.78,0.46,0,0,0,NA,-0.940019876,0.5,-0.78,0.041,1459,-1.13,0.0166,13958,0,NA,NA,0,0,-0.78,-1.13,0.17,-0.05,2022
141,Glenn Hurst,Senate,0,IA-Sen03,IA-Sen03-hurst_glenn-,hurst,0,D,NA,NA,glenn,IA,IA-Sen03-hurst_glenn-,-1.028,-1.162,-1.028,IAS22,NA,753,-1.43,-1.43,NA,1,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.43,0.0247,5742,0,NA,NA,0,0,NA,-1.43,0.08,0.402,2022
142,Jim Carlin,Senate,0,IA-Sen03,IA-Sen03-carlin_jim-,carlin,0,R,NA,NA,james,IA,IA-Sen03-carlin_james-,1.437,1.46,1.69,IAS22,NA,1694,1.06,NA,1.06,0,0,0,0,NA,0.991787533,0.5,1.06,0.0284,1804,NA,NA,NA,0,NA,NA,0,1,1.06,NA,0.86,0.377,2022
143,Jim Risch,Senate,1,ID-Sen02,ID-Sen02-risch_jim-,risch,0,R,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,0.8,0.8,NA,1,0,0,0,0.99,0.989354609,0.5,NA,NA,NA,0.8,0.0127,10380,0,NA,NA,0,1,NA,0.8,0.79,NA,2022
144,Ben Pursley,Senate,0,ID-Sen03,ID-Sen03-pursley_ben-,pursley,0,D,NA,NA,benjamin,ID,ID-Sen03-pursley_benjamin-,-1.034,NA,-1.034,IDS22,NA,756,-0.77,NA,-0.77,0,0,0,0,NA,-0.940019876,0.5,-0.77,0.0751,610,NA,NA,NA,0,NA,NA,0,0,-0.77,NA,0.22,-0.264,2022
145,Brenda Bourn,Senate,0,ID-Sen03,ID-Sen03-bourn_brenda-,bourn,0,R,NA,NA,brenda,ID,ID-Sen03-bourn_brenda-,0.517,NA,0.517,IDS22,NA,1699,1.12,NA,1.12,0,0,0,0,NA,0.991787533,0.5,1.12,0.0528,426,NA,NA,NA,0,NA,NA,0,1,1.12,NA,0.87,-0.603,2022
146,Natalie Fleming,Senate,0,ID-Sen03,ID-Sen03-fleming_natalie-,fleming,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,1.03,1.15,1.03,0.04,0,0,0,NA,0.991787533,0.5,1.03,0.0187,5450,1.15,0.0264,2614,0,NA,NA,0,1,1.03,1.15,0.85,NA,2022
147,Ramont Turnbull,Senate,0,ID-Sen03,ID-Sen03-turnbull_ramont-,turnbull,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1702,1.09,1.09,NA,1,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.09,0.0558,545,0,NA,NA,0,1,NA,1.09,0.86,NA,2022
